Temperature,HeartRate,HRV,SleepIndex,Tindex
39.82,59.50,0.00,1,0
39.83,59.50,0.00,1,0
39.88,59.50,0.00,1,0
39.87,59.50,0.00,1,0
39.88,50.00,0.38,1,0
40.00,60.00,0.38,0,0
39.89,60.50,0.38,0,0
40.00,59.50,0.38,1,0
39.96,60.00,0.38,0,0
40.00,61.02,0.00,0,0
40.00,59.50,0.00,1,0
40.00,60.00,0.00,0,0
40.00,60.50,0.00,0,0
40.00,59.50,0.00,1,0
40.00,60.50,0.00,0,0
40.00,60.50,0.00,0,0
40.00,59.50,0.00,1,0
40.00,60.00,0.00,0,0
40.00,60.50,0.00,0,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
40.00,59.50,0.00,1,0
38.55,59.50,0.00,1,0
35.95,59.50,0.00,1,1
34.82,59.50,0.00,1,1
33.91,59.50,0.00,1,1
33.58,59.50,0.00,1,1
33.16,59.50,0.00,1,1
33.01,59.50,0.00,1,1
33.44,59.50,0.00,1,1
33.51,59.50,0.00,1,1
33.40,59.50,0.00,1,1
33.16,59.50,0.00,1,1
33.38,59.50,0.00,1,1
33.94,59.50,0.00,1,1
33.18,59.50,0.00,1,1
33.26,59.50,0.00,1,1
33.21,59.50,0.00,1,1
33.20,59.50,0.00,1,1
33.25,59.50,0.00,1,1
33.13,59.50,0.00,1,1
33.09,59.50,0.00,1,1
33.06,59.50,0.00,1,1
32.93,59.50,0.00,1,1
32.95,59.50,0.00,1,1
33.06,50.00,1.77,0,1
34.15,60.00,1.77,0,1
36.81,59.50,1.77,0,0
39.12,60.00,1.77,0,0
39.29,60.50,1.77,0,0
39.36,60.50,0.00,0,0
39.41,59.50,0.00,1,0
39.38,60.00,0.00,0,0
39.32,60.00,0.00,0,0
39.44,59.50,0.00,1,0
39.55,61.02,0.00,0,0
39.43,60.00,0.00,0,0
39.38,60.00,0.00,0,0
39.50,59.50,0.00,1,0
39.50,60.50,0.00,0,0
39.18,60.50,0.00,0,0
38.24,50.00,0.05,1,0
36.14,59.50,0.05,1,0
35.25,60.50,0.05,0,1
34.68,59.50,0.05,1,1
34.49,61.02,0.05,0,1
34.74,60.00,0.00,0,1
34.57,60.00,0.00,0,1
34.51,60.00,0.00,0,1
34.56,59.50,0.00,1,1
34.54,60.50,0.00,0,1
35.34,60.50,0.00,0,1
36.78,60.50,0.00,0,0
38.87,50.00,0.10,1,0
39.15,60.00,0.10,0,0
39.05,59.50,0.10,1,0
39.04,60.50,0.10,0,0
39.14,60.00,0.10,0,0
39.09,60.50,0.00,0,0
39.17,60.00,0.00,0,0
39.01,59.50,0.00,1,0
39.09,60.50,0.00,0,0
39.10,60.50,0.00,0,0
39.13,59.50,0.00,1,0
38.69,59.50,0.00,1,0
38.39,59.50,0.00,1,0
36.16,50.00,0.10,1,0
35.66,60.00,0.10,0,1
34.85,60.00,0.10,0,1
33.94,60.00,0.10,0,1
33.42,60.00,0.10,0,1
33.63,60.00,0.00,0,1
34.37,61.02,0.00,0,1
34.20,59.50,0.00,1,1
34.07,60.00,0.00,0,1
34.09,60.00,0.00,0,1
34.38,60.50,0.00,0,1
34.59,60.00,0.00,0,1
34.38,60.00,0.00,0,1
35.32,60.00,0.00,0,1
36.29,60.00,0.00,0,0
36.32,60.00,0.00,0,0
36.62,60.00,0.00,0,0
37.33,60.00,0.00,0,0
38.08,60.00,0.00,0,0
38.84,60.00,0.00,0,0
38.90,60.00,0.00,0,0
38.96,60.00,0.00,0,0
38.94,60.00,0.00,0,0
39.03,60.00,0.00,0,0
39.13,60.00,0.00,0,0
39.11,60.00,0.00,0,0
37.63,60.00,0.00,0,0
35.63,60.00,0.00,0,1
35.44,60.00,0.00,0,1
35.31,50.00,0.72,0,1
35.31,60.00,0.72,0,1
34.88,61.02,0.72,0,1
34.71,60.00,0.72,0,1
34.83,60.00,0.72,0,1
34.76,60.00,0.00,0,1
34.89,60.00,0.00,0,1
34.74,59.50,0.00,1,1
34.90,60.50,0.00,0,1
35.02,60.00,0.00,0,1
34.90,60.00,0.00,0,1
34.82,60.00,0.00,0,1
35.07,60.00,0.00,0,1
34.63,60.00,0.00,0,1
34.69,60.00,0.00,0,1
34.80,60.00,0.00,0,1
34.78,50.00,0.24,1,1
34.81,59.50,0.24,1,1
34.88,60.50,0.24,0,1
34.98,60.00,0.24,0,1
34.95,60.00,0.24,0,1
34.99,60.00,0.00,0,1
34.87,59.50,0.00,1,1
35.00,61.54,0.00,0,1
35.14,59.50,0.00,1,1
34.89,60.00,0.00,0,1
34.84,60.00,0.00,0,1
35.28,60.00,0.00,0,1
34.90,60.00,0.00,0,1
34.88,60.00,0.00,0,1
34.70,60.00,0.00,0,1
34.91,60.00,0.00,0,1
34.75,60.00,0.00,0,1
34.85,50.00,0.29,1,1
34.70,50.00,0.29,1,1
34.86,50.00,0.29,1,1
34.98,50.00,0.29,1,1
34.82,50.00,0.29,1,1
35.03,50.00,0.29,1,1
35.04,50.00,0.29,1,1
34.93,50.00,0.29,1,1
34.96,50.00,0.29,1,1
34.92,50.00,0.29,1,1
35.13,50.00,0.29,1,1
35.03,50.00,0.29,1,1
34.82,50.00,0.29,1,1
34.85,50.00,0.29,1,1
34.90,50.00,0.29,1,1
35.15,50.00,0.29,1,1
35.65,50.00,0.70,0,1
36.36,50.00,0.70,0,0
37.03,50.00,0.70,0,0
37.91,50.00,0.70,0,0
38.29,50.00,0.70,0,0
39.39,50.00,0.70,0,0
39.59,50.00,0.70,0,0
39.75,50.00,0.70,0,0
39.72,50.00,0.70,0,0
39.90,50.00,0.70,0,0
39.91,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,0.70,0,0
40.00,50.00,1.08,0,0
40.00,59.50,1.08,0,0
40.00,61.02,1.08,0,0
40.00,60.00,1.16,0,0
40.00,60.00,1.10,0,0
40.00,59.50,0.00,1,0
39.79,59.50,0.00,1,0
35.61,59.50,0.00,1,1
33.62,59.50,0.00,1,1
32.81,59.50,0.00,1,1
32.64,59.50,0.00,1,1
31.84,59.50,0.00,1,1
31.81,59.50,0.00,1,1
31.76,59.50,0.00,1,1
31.95,59.50,0.00,1,1
31.66,59.50,0.00,1,1
31.56,50.00,0.48,1,1
31.41,60.00,0.48,0,1
31.56,60.50,0.48,0,1
31.97,60.00,0.48,0,1
32.09,60.00,0.48,0,1
32.01,60.00,0.00,0,1
31.50,60.50,0.00,0,1
31.98,60.50,0.00,0,1
32.12,50.00,0.05,1,1
32.13,59.50,0.05,1,1
32.02,59.50,0.05,1,1
32.22,59.50,0.05,1,1
32.19,50.00,0.10,1,1
32.21,50.00,0.10,1,1
32.00,50.00,0.10,1,1
32.76,50.00,0.10,1,1
35.78,50.00,0.14,1,1
36.02,60.00,0.14,0,0
36.05,60.00,0.15,0,0
36.68,60.00,0.15,0,0
36.73,60.00,0.15,0,0
36.26,50.00,0.14,1,0
36.76,60.00,0.15,0,0
36.77,60.00,0.15,0,0
36.66,50.00,0.10,1,0
36.22,60.50,0.10,0,0
36.39,60.00,0.10,0,0
36.50,60.00,0.10,0,0
36.40,50.00,0.06,1,0
36.60,50.00,0.06,1,0
36.26,50.00,0.06,1,0
36.38,50.00,0.06,1,0
36.44,50.00,0.13,1,0
36.63,50.00,0.13,1,0
35.94,50.00,0.13,1,1
36.08,50.00,0.13,1,0
35.66,50.00,0.13,1,1
35.79,50.00,0.12,1,1
35.70,50.00,0.12,1,1
35.37,50.00,0.12,1,1
34.55,50.00,0.09,1,1
34.09,50.00,0.09,1,1
34.44,50.00,0.09,1,1
34.05,50.00,0.09,1,1
33.99,50.00,0.09,1,1
33.91,50.00,0.09,1,1
33.69,50.00,0.09,1,1
33.85,50.00,0.09,1,1
34.00,50.00,0.18,1,1
33.72,50.00,0.18,1,1
33.66,50.00,0.18,1,1
33.95,50.00,0.18,1,1
34.26,50.00,0.18,1,1
33.88,50.00,0.18,1,1
33.60,50.00,0.18,1,1
33.71,50.00,0.18,1,1
34.00,50.00,0.18,1,1
33.61,50.00,0.18,1,1
33.80,50.00,0.18,1,1
34.12,50.00,0.18,1,1
33.93,50.00,0.18,1,1
33.92,50.00,0.18,1,1
33.81,50.00,0.18,1,1
33.99,50.00,0.18,1,1
33.69,50.00,0.18,1,1
33.79,50.00,0.18,1,1
33.70,50.00,0.18,1,1
33.77,50.00,0.18,1,1
33.90,50.00,0.18,1,1
33.94,50.00,0.18,1,1
33.74,50.00,0.18,1,1
33.92,50.00,0.18,1,1
33.73,50.00,0.18,1,1
33.95,50.00,0.18,1,1
34.14,50.00,0.18,1,1
34.42,50.00,1.14,0,1
34.79,60.00,1.17,0,1
35.57,60.50,1.19,0,1
36.24,59.50,1.21,0,0
36.51,60.00,1.25,0,0
37.03,60.00,0.00,0,0
37.38,61.02,0.00,0,0
37.81,59.50,0.00,1,0
38.35,60.00,0.00,0,0
38.86,60.00,0.00,0,0
39.05,60.50,0.00,0,0
39.25,60.00,0.00,0,0
39.40,60.00,0.00,0,0
39.46,60.00,0.00,0,0
39.41,59.50,0.00,1,0
39.52,60.50,0.00,0,0
39.40,60.50,0.00,0,0
39.46,60.50,0.00,0,0
39.61,60.50,0.00,0,0
39.58,60.50,0.00,0,0
39.55,60.50,0.00,0,0
39.63,60.50,0.00,0,0
39.65,60.50,0.00,0,0
39.68,60.50,0.00,0,0
39.59,60.50,0.00,0,0
39.68,60.50,0.00,0,0
39.75,60.50,0.00,0,0
39.68,60.50,0.00,0,0
39.68,60.50,0.00,0,0
39.61,60.50,0.00,0,0
37.73,50.00,0.62,1,0
35.74,59.50,0.62,1,1
32.96,60.50,0.62,0,1
34.44,60.00,0.62,0,1
34.25,60.00,0.62,0,1
37.36,60.50,0.00,0,0
38.05,60.00,0.00,0,0
38.76,60.00,0.00,0,0
38.81,60.00,0.00,0,0
39.76,60.50,0.00,0,0
40.00,59.50,0.00,1,0
39.55,60.00,0.00,0,0
37.51,60.50,0.00,0,0
38.06,60.50,0.00,0,0
37.14,59.50,0.00,1,0
36.88,60.00,0.00,0,0
36.37,60.00,0.00,0,0
37.36,60.50,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,61.02,0.00,0,0
40.00,59.50,0.00,1,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
40.00,60.00,0.00,0,0
